event_base_id,event_name,currency,impact,history_events,surprise_mean,surprise_std,surprise_median,surprise_abs_mean
187,Revised Business Investment q/q,GBP,low,20,0.195,1.9329483887792271,0.45000000000000007,1.4349999999999998
188,GfK Consumer Confidence,GBP,low,59,-0.3050847457627119,3.338667074974969,0.0,2.610169491525424
189,Chicago PMI,USD,medium,59,-0.6610169491525424,4.7398536624127,-1.3999999999999986,3.989830508474576
191,Industrial Production m/m,USD,low,58,0.032758620689655175,0.42235261356778386,0.0,0.3224137931034483
192,Capacity Utilization Rate,USD,low,58,-0.10517241379310359,0.4354559674370378,-0.09999999999999432,0.3431034482758614
193,Industrial Production m/m,GBP,low,59,-0.11694915254237288,0.7735169441500299,-0.09999999999999998,0.6220338983050847
194,Manufacturing Production m/m,GBP,low,59,-0.04406779661016949,0.8544550968691983,-0.1,0.6542372881355931
195,Current Account,USD,low,20,950000000.0,14028073356.853504,4000000000.0,10850000000.0
196,Current Account,CAD,low,19,368421052.6315789,4101768267.951836,300000000.0,3410526315.7894735
197,Current Account,GBP,low,20,705000000.0,7310876900.388324,350000000.0,5905000000.0
198,Building Permits,USD,low,57,8771.929824561403,64699.03331797703,10000.0,51578.94736842105
199,Housing Starts,USD,low,57,7192.982456140351,90034.80251636254,0.0,72105.26315789473
200,Building Permits m/m,CAD,low,58,0.0913793103448276,8.903740284093082,0.6000000000000001,7.191379310344828
201,Housing Starts,CAD,low,58,2482.7586206896553,25334.423831083957,1500.0,20551.724137931036
202,Building Approvals m/m,AUD,low,59,0.0033898305084743836,10.51419346279106,-2.0999999999999996,7.6745762711864405
204,Prelim Business Investment q/q,GBP,low,19,0.24210526315789477,2.9935701074643455,-0.5,2.4736842105263164
205,Construction Spending m/m,USD,low,56,-0.15357142857142855,0.4820276437619002,-0.19999999999999998,0.4035714285714286
207,Empire State Manufacturing Index,USD,medium,59,-1.128813559322034,15.971656477555932,-1.0,13.250847457627122
208,CB Consumer Confidence,USD,high,59,0.1711864406779648,4.753657424858929,0.4000000000000057,3.832203389830509
212,Consumer Confidence,JPY,low,59,-0.2644067796610167,1.4822818746160638,-0.10000000000000142,1.0847457627118637
213,Construction Work Done q/q,AUD,low,19,-0.6578947368421053,1.9111706097089305,-0.5,1.605263157894737
215,Current Account,NZD,low,20,-145500000.0,871396187.614723,-155000000.0,658500000.0
216,Current Account,AUD,low,19,-2457894736.8421054,4636128148.630742,-3400000000.000002,4342105263.157895
217,Current Account,JPY,low,59,29491525423.728813,572473229998.4641,-30000000000.0,415593220338.98303
218,Current Account,EUR,low,59,774576271.1864407,11039968035.003996,600000000.0000019,8632203389.83051
220,Industrial Production m/m,EUR,low,59,0.07796610169491525,0.7656567603653492,0.09999999999999998,0.5220338983050848
221,German Industrial Production m/m,EUR,low,60,-0.42,1.4239834316309028,-0.4,1.1966666666666665
222,French Industrial Production m/m,EUR,low,60,-0.08333333333333333,0.9639548949759126,-0.19999999999999998,0.7333333333333335
223,Italian Industrial Production m/m,EUR,low,59,-0.028813559322033878,1.2061696065698948,0.0,0.9
225,Prelim Industrial Production m/m,JPY,low,59,-0.3288135593220339,1.7765766040781361,-0.4,1.298305084745763
226,Revised Industrial Production m/m,JPY,low,59,0.12711864406779658,0.5848166551695043,0.09999999999999964,0.42542372881355933
228,Housing Starts y/y,JPY,low,59,0.14576271186440687,7.121030582957301,-0.40000000000000036,4.1084745762711865
231,New Home Sales,USD,medium,56,982.1428571428571,65910.54297549577,7500.0,48803.57142857143
232,Existing Home Sales,USD,medium,59,14067.796610169476,138528.20756037004,0.0,97457.62711864412
233,Pending Home Sales m/m,USD,medium,59,-0.29152542372881357,4.215091447267217,-0.19999999999999996,3.4542372881355927
237,RCM/TIPP Economic Optimism,USD,low,59,-1.3677966101694923,2.881177960605344,-1.2999999999999972,2.6050847457627127
239,HPI m/m,USD,low,59,0.06101694915254236,0.3778418521352745,0.0,0.28135593220338984
240,S&P/CS Composite-20 HPI y/y,USD,low,59,0.10508474576271179,0.42443623005580705,0.09999999999999964,0.3118644067796611
242,Nationwide HPI m/m,GBP,low,59,0.1559322033898305,0.5642423013517478,0.2,0.464406779661017
244,Flash Services PMI,EUR,medium,59,-0.040677966101694774,1.3933485644634453,-0.10000000000000142,1.08135593220339
249,Final Manufacturing PMI,GBP,low,59,0.14745762711864338,0.4591431045055143,0.09999999999999432,0.357627118644067
250,Final Services PMI,GBP,low,59,0.3322033898305081,0.7314229584352967,0.29999999999999716,0.623728813559322
251,Construction PMI,GBP,low,60,-0.17166666666666613,2.6976506832871348,0.20000000000000284,2.1016666666666666
252,ISM Manufacturing PMI,USD,high,59,-0.15762711864406725,1.1797433078239299,-0.29999999999999716,0.9338983050847455
253,ISM Services PMI,USD,high,59,0.07627118644067761,2.362081123825931,0.20000000000000284,1.8559322033898304
254,Ivey PMI,CAD,medium,60,-0.24333333333333335,7.219919870597812,0.04999999999999716,5.45
255,ISM Manufacturing Prices,USD,medium,59,-0.17457627118644062,4.772174853732797,-0.8000000000000043,3.811864406779661
