event_base_id,event_name,currency,impact,pair,horizon_label,horizon_minutes,n_events,slope_pct_per_unit_surprise,intercept_pct,surprise_std,slope_pct_per_1sd_surprise,corr,r2,rmse_pct,mean_return_pct,std_return_pct,mean_abs_return_pct,mover_score
263,Flash Manufacturing PMI,EUR,medium,EUR/USD,12h,720,11,-0.38769792992608515,-0.003647106347186491,0.6500349640945912,-0.2520172099590501,-0.7045370675847809,0.49637247960096204,0.2420386579172914,-0.0952847988751703,0.35770610455314833,0.2789923685302418,0.5888848604821015
67,Employment Change,CAD,high,USD/CAD,1h,60,45,-2.9743357548553978e-06,-0.1059949083318852,51005.06134520655,-0.1517061776376408,-0.5779009597707493,0.3339695193039532,0.21184439807871464,-0.12374838797086657,0.2625124168297314,0.2158342050085548,0.588115924082764
290,Housing Equity Withdrawal q/q,GBP,low,USD/JPY,12h,720,10,5.091452720019357e-11,0.3976016391213421,5921720845.985377,0.3015016170848758,0.6054706707622847,0.3665947331533309,0.37597470310188996,0.26369643258483305,0.4979623814069915,0.3110018373136472,0.5772750085537179
145,Leading Indicators,JPY,low,USD/CAD,12h,720,28,-0.08552464531604384,0.1607606165350066,2.2859445155213916,-0.1955045939021227,-0.5574480877964305,0.3107483705878969,0.2859198477175352,0.1134166164493394,0.3507135429864766,0.29102383372102436,0.5766873333806448
336,Consumer Confidence,EUR,low,EUR/USD,12h,720,13,0.1956470415311523,0.13531191704160817,1.1821319289469756,0.23128061459799013,0.6899504382768933,0.47603160727847715,0.23312713672718963,0.07511282733971512,0.33521337442092003,0.27906595424895564,0.5753456100889506
222,French Industrial Production m/m,EUR,low,USD/JPY,12h,720,39,0.25692838009681984,0.13476228067180535,0.98338422522072,0.2526593159987258,0.3632589052829711,0.1319570322673826,0.6396599394155759,0.10709307050753236,0.6955350917052102,0.5122446396466108,0.5731705784290734
60,German Unemployment Change,EUR,low,USD/JPY,12h,720,17,-2.8872048807435152e-05,-0.10050263835393156,10998.663020353615,-0.3175539355401817,-0.42977725462704364,0.1847084885947587,0.6472410638647648,-0.051250319800071595,0.7388802737263324,0.422141905926744,0.5627109773750867
57,Unemployment Rate,CAD,high,USD/CAD,2h,120,45,0.9858736726859286,-0.06648556110402351,0.16853498273070902,0.16615420240078366,0.5017988846874696,0.25180212067358837,0.28321089477302913,-0.12344715108143266,0.3311171217613763,0.2583566839005201,0.5593031671430291
223,Italian Industrial Production m/m,EUR,low,USD/JPY,6h,360,22,-0.22308954435801295,-0.0512512613524649,1.130490450206749,-0.25220059943770856,-0.46952491718860656,0.22045364786096786,0.463347419306557,-0.026914220149772718,0.5371399689452482,0.3432928299394462,0.5554130754813992
297,CB Leading Index m/m,USD,low,GBP/USD,12h,720,13,-1.160520914017242,-0.09864709336915485,0.20191391920625676,-0.23432532607004863,-0.6568952101207292,0.4315113170795569,0.2584062380363766,0.008477914078590495,0.35671644801152136,0.2495030047780043,0.5549923557008902
104,Retail Sales m/m,CAD,medium,GBP/USD,6h,360,11,1.5150553839100909,0.19779821681012794,0.16180796699117808,0.24514803154953063,0.6812897090596727,0.46415566767061345,0.2511421220857412,0.08761237070757598,0.35982934761760593,0.25910838726445856,0.5539321624027829
103,Core Retail Sales m/m,CAD,medium,GBP/USD,4h,240,11,0.4223972169304466,0.055583133931352384,0.6030226891555273,0.2547151056452085,0.6520563933236947,0.42517754007430486,0.2823839868679601,0.04790318453261704,0.3906335529460294,0.26696803110851874,0.5508536116432665
67,Employment Change,CAD,high,USD/CAD,12h,720,35,-4.299777425889747e-06,-0.1535239925690012,49628.65379305512,-0.21339216525667595,-0.4352371301957056,0.18943135950099357,0.43506371831593454,-0.17299584176910193,0.49028943178796236,0.36441605746335104,0.549462971362532
